OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"1473","3248","3314200",Johnson Brook,Stream_River,TRUE,42.64687000000,-72.72067000000,2010-09-29,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0011|,"44","173",42.64685017650,-72.72086694350,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314200- Johnson Brook,NA,"-1"
"1474","3249","3313212",UNT to Hinsdale Brook (2),Stream_River,TRUE,42.63327000000,-72.68525000000,2010-09-29,"2010",Total Pick-up,Backpack Shocking,-BND|,0001|,TRUE,-EBT|,0028|,"67","167",42.63340262360,-72.68523880620,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313212- UNT to Hinsdale Brook,NA,"-1"
"1475","3250","3314320",UNT to East Branch North River (2),Stream_River,TRUE,42.70890000000,-72.70603000000,2010-09-22,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0028|0015|,"50","140",42.70880726730,-72.70600219770,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314320- UNT to EB North River,NA,"-1"
"1476","3251","3314320",UNT to East Branch North River (2),Stream_River,TRUE,42.71200000000,-72.71462000000,2010-09-22,"2010",Total Pick-up,Backpack Shocking,-BND|,0003|,TRUE,-EBT|,0027|,"37","175",42.71197202870,-72.71474553520,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3314320- UNT to EB North River,NA,"-1"
"1477","3252","3627410",UNT to Ware River (1),Stream_River,TRUE,42.19536000000,-72.30510000000,2010-10-04,"2010",Total Pick-up,Backpack Shocking,--BM|--CP|--GS|,0028|0022|0001|,TRUE,--AS|-EBT|,0002|0102|,"65","247",42.19498070840,-72.30389119720,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627410- UNT to Ware R,NA,"-1"
"1478","3301","1101550",Thunder Brook,Stream_River,TRUE,42.56413000000,-73.17874000000,2010-09-14,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0025|0014|,"49","172",42.56405077300,-73.17887459680,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101550- Thunder Br,NA,"-1"
"1479","3302","1101550",Thunder Brook,Stream_River,TRUE,42.56378000000,-73.18016000000,2010-09-11,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0040|,"41","179",42.56370561880,-73.18035492030,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101550- Thunder Br,NA,"-1"
"1480","3303","1101550",Thunder Brook,Stream_River,TRUE,42.56503000000,-73.18537000000,2010-09-11,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0049|,"44","174",42.56497437020,-73.18563572130,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101550- Thunder Br,NA,"-1"
"1481","3304","1101550",Thunder Brook,Stream_River,TRUE,42.56436000000,-73.17481000000,2010-09-11,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0046|0031|,"46","200",42.56433478670,-73.17500010230,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101550- Thunder Br,NA,"-1"
"1482","3307","4129276",UNT to Hamant Brook,Stream_River,TRUE,42.08859000000,-72.10110000000,2010-09-23,"2010",Total Pick-up,Backpack Shocking,-BND|--WS|,0006|0004|,TRUE,-EBT|,0035|,"55","224",42.08868280150,-72.10096279810,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Thames (4)/Quinebaug River Basin (41)/4129276- UNT to Hamant Br,NA,"-1"
"1483","3308","4129275",Hamant Brook,Stream_River,TRUE,42.08927900000,-72.09734100000,2010-09-23,"2010",Total Pick-up,Backpack Shocking,-BND|-LMB|--WS|,0125|0006|0025|,TRUE,-EBT|,0019|,"44","184",42.08900557180,-72.09783520830,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Thames (4)/Quinebaug River Basin (41)/4129275- Hamant Brook,NA,"-1"
"1487","3329","8144010",Flat Pond Brook,Stream_River,TRUE,42.63355000000,-71.64918000000,2010-07-19,"2010",Total Pick-up,Backpack Shocking,--BS|---F|--WS|--YB|,0001|0001|0006|0001|,TRUE,-EBT|,0034|,"48","240",42.63346524700,-71.64923783300,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144010- UT (Flat Pond Brook),file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Nashua/Flat Pond Br 7.19.10 SID 3329,"-1"
"1488","3332","7442850",Eel River,Stream_River,TRUE,42.19484000000,-70.89335000000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,--AE|--RP|,0002|0004|,TRUE,-EBT|,0030|,"85","250",42.19494116440,-70.89314757600,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Boston Harbor (7)/Weymouth_Weir River Basin (74)/7442850- Eel R,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Weymouth & Weir/Eel River 7.20.10 SID 3332,"-1"
"1489","3333","7442830",UNT to Plymouth River (Learys Brook),Stream_River,TRUE,42.18811000000,-70.90105000000,2010-07-21,"2010",Total Pick-up,Backpack Shocking,--RP|,0001|,TRUE,-EBT|,0017|,"66","208",42.18793195830,-70.90116128890,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Boston Harbor (7)/Weymouth_Weir River Basin (74)/7442830- UNT to Plymouth R,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Weymouth & Weir/UNT to Plymouth R 7.21.10 SID 3333,"-1"
"1490","3339","8451250",Crooked Springs Brook,Stream_River,TRUE,42.61488000000,-71.39188000000,2010-08-05,"2010",Total Pick-up,Backpack Shocking,--RP|,0008|,TRUE,-EBT|,0038|,"80","217",42.61483102700,-71.39175664050,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Merrimack R. Basin (84)/8451250- Crooked Springs Brook,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Merrimack/Crooked Spring Br 8.5.10 SID 3339,"-1"
"1491","3340","8451250",Crooked Springs Brook,Stream_River,TRUE,42.61461000000,-71.39178000000,2010-08-05,"2010",Total Pick-up,Backpack Shocking,--RP|,0002|,TRUE,-EBT|,0028|,"60","218",42.61447417560,-71.39180161660,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Merrimack R. Basin (84)/8451250- Crooked Springs Brook,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Merrimack/Crooked Spring Br 8.5.10 SID 3340,"-1"
"1492","3342","8143840",UNT to Robinson Brook,Stream_River,TRUE,42.63138000000,-71.61023000000,2010-09-02,"2010",Total Pick-up,Backpack Shocking,--BS|--WS|,0002|0013|,TRUE,-EBT|,0031|,"55","135",42.63191228780,-71.61068653010,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8143840- UNT to Robinson Brook,file:///U:/Sections/Fisheries/archive/Stream Survey Pictures/2010 Stream Survey Pictures/Nashua/UNT to Robinson Br 9.2.10 SID 3342,"-1"
"1493","3371","3313175",Hinsdale Brook,Stream_River,TRUE,42.64134000000,-72.66768000000,2010-09-29,"2010",Total Pick-up,Backpack Shocking,-BND|,0074|,TRUE,-EBT|,0095|,"44","173",42.64138014060,-72.66728786370,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313175- Hinsdale Brook,NA,"-1"
"1494","3373","3628365",UNT to East Branch Ware River,Stream_River,TRUE,42.44674000000,-71.93977000000,2010-06-30,"2010",Total Pick-up,Backpack Shocking,--BB|-CCS|--GS|,0003|0001|0017|,TRUE,-EBT|,0001|,"147","147",42.44658386500,-71.93962057020,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3628365- UNT to EB Ware R,NA,"-1"
"1495","3374","3627245",UNT to East Branch Swift River (McManus Brook),Stream_River,TRUE,42.44926000000,-72.16531000000,2010-06-30,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0013|,"32","111",42.44942002650,-72.16496983020,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627245- UNT to EB Swift R,NA,"-1"
"1496","3375","3626470",UNT to Fivemile River,Stream_River,TRUE,42.31816000000,-72.04904000000,2010-07-07,"2010",Total Pick-up,Backpack Shocking,-BND|,0047|,TRUE,-EBT|,0003|,"150","224",42.31820117720,-72.04911134930,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626470- UNT to Fivemile R,NA,"-1"
"1497","3376","3626465",UNT to Fivemile River,Stream_River,TRUE,42.31557000000,-72.05000000000,2010-07-07,"2010",Total Pick-up,Backpack Shocking,-BND|---P|,0017|0002|,TRUE,-EBT|,0021|,"61","268",42.31550434690,-72.05001352060,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626465- UNT to Fivemile R,NA,"-1"
"1498","3378","8145550",Bumbo Brook,Stream_River,TRUE,42.32219000000,-71.92504000000,2010-07-07,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0012|,"95","132",42.32228736360,-71.92471393800,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145550- Bumbo Brook,NA,"-1"
"1499","3379","8145076",UNT to Whitman River (1),Stream_River,TRUE,42.56316000000,-71.87948000000,2010-07-13,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0014|,"57","130",42.56290018510,-71.87953034550,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145076- UNT to Whitman R (1),NA,"-1"
"1500","3380","8145077",UNT to Whitman River (2),Stream_River,TRUE,42.56512000000,-71.88261000000,2010-07-13,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0052|,"42","152",42.56508243720,-71.88269317620,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145077- UNT to Whitman River (2),NA,"-1"
"1501","3381","8145075",Whitman River,Stream_River,TRUE,42.56368000000,-71.87951000000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,--CP|---F|--WS|,0001|0015|0008|,TRUE,-EBT|,0022|,"122","212",42.56343106750,-71.87864593260,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145075- Whitman R,NA,"-1"
"1502","3382","8145075",Whitman River,Stream_River,TRUE,42.56452000000,-71.88043000000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,---F|-LMB|-LND|-SMB|--WS|--YB|,0053|0001|0006|0001|0011|0007|,TRUE,-EBT|,0008|,"124","161",42.56438903870,-71.88072674110,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145075- Whitman R,NA,"-1"
"1503","3383","8145075",Whitman River,Stream_River,TRUE,42.56572000000,-71.88179000000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,---F|--GS|-LND|--WS|--YB|,0072|0002|0007|0008|0003|,TRUE,-EBT|,0014|,"111","158",42.56602479250,-71.88185942750,"2011",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145075- Whitman R,NA,"-1"
"1504","3387","3627695",UNT to Ware River (Barlow Brook),Stream_River,TRUE,42.30191000000,-72.17976000000,2010-07-22,"2010",Total Pick-up,Backpack Shocking,-BND|--CS|---P|,0004|0001|0001|,TRUE,-EBT|,0052|,"34","191",42.30201776780,-72.17974639170,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627695- UNT to Ware R,NA,"-1"
"1505","3388","8145825",Ball Brook,Stream_River,TRUE,42.43473000000,-71.81927000000,2010-07-28,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0059|,"40","140",42.43469694340,-71.81950468250,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145825- Ball Brook,NA,"-1"
"1506","3389","8145425",Cold Brook,Stream_River,TRUE,42.40225000000,-71.85806000000,2010-07-28,"2010",Total Pick-up,Backpack Shocking,-BND|,0010|,TRUE,-EBT|,0076|,"48","158",42.40206596050,-71.85818163650,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145425- Cold Brook,NA,"-1"
"1507","3392","8145475",Poor Farm Brook,Stream_River,TRUE,42.30906000000,-71.84516000000,2010-08-02,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0022|,"51","154",42.30904578430,-71.84486039280,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8145475- Poor Farm Brook,NA,"-1"
"1508","3393","8144905",UNT to Falulah Brook (1),Stream_River,TRUE,42.62545000000,-71.82207000000,2010-08-09,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0023|,"37","124",42.62547618520,-71.82200984560,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144905- UNT to Fallulah Brook,NA,"-1"
"1509","3394","8144850",Fallulah Brook,Stream_River,TRUE,42.62865000000,-71.82568000000,2010-08-09,"2010",Total Pick-up,Backpack Shocking,-BND|--YP|,0044|0010|,TRUE,-EBT|,0002|,"98","171",42.62861745650,-71.82570093630,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144850- Fallulah Brook,NA,"-1"
"1510","3396","8144850",Fallulah Brook,Stream_River,TRUE,42.61140000000,-71.81366000000,2010-08-09,"2010",Total Pick-up,Backpack Shocking,-BND|--YB|,0007|0001|,TRUE,-EBT|,0034|,"55","218",42.61113600760,-71.81412691090,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144850- Fallulah Brook,NA,"-1"
"1511","3397","8144850",Fallulah Brook,Stream_River,TRUE,42.60925000000,-71.80997000000,2010-08-09,"2010",Total Pick-up,Backpack Shocking,-BND|-LND|,0048|0002|,TRUE,-EBT|,0017|,"105","171",42.60909145360,-71.81006737210,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144850- Fallulah Brook,NA,"-1"
"1512","3401","5131975",Center Brook,Stream_River,TRUE,42.16002000000,-71.60556000000,2010-08-17,"2010",Total Pick-up,Backpack Shocking,--CS|-LMB|--RP|--TD|,0001|0001|0011|0008|,TRUE,-EBT|,0009|,"62","172",42.16008895620,-71.60569506470,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Narragansett Bay (5)/Blackstone River Basin (51)/5131975- Center Br,NA,"-1"
"1513","3402","5131300",Muddy Brook,Stream_River,TRUE,42.09191000000,-71.53288000000,2010-08-17,"2010",Total Pick-up,Backpack Shocking,--CS|---F|--RP|--TD|--YB|,0002|0001|0004|0004|0002|,TRUE,--BL|-EBT|,0003|0004|,"54","178",42.09216441620,-71.53280878200,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Narragansett Bay (5)/Blackstone River Basin (51)/5131300- Muddy Br,NA,"-1"
"1514","3403","3625925",Bradish Brook,Stream_River,TRUE,42.24708000000,-72.13759000000,2010-08-24,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0032|,"53","220",42.24715259320,-72.13771261720,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3625925- Bradish Br,NA,"-1"
"1515","3405","3627700",Fish Brook,Stream_River,TRUE,42.31604000000,-72.18082000000,2010-08-30,"2010",Total Pick-up,Backpack Shocking,---B|-BND|--GS|-LND|--WS|,0004|0017|0003|0003|0011|,TRUE,-EBT|,0007|,"116","204",42.31591405620,-72.18082700870,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627700- Fish Br,NA,"-1"
"1516","3406","3627925",Smith Brook,Stream_River,TRUE,42.39790000000,-72.10415000000,2010-08-30,"2010",Total Pick-up,Backpack Shocking,-LND|,0001|,TRUE,-EBT|,0045|,"48","130",42.39791999080,-72.10397713900,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3627925- Smith Brook,NA,"-1"
"1517","3407","3628010",Parkers Brook,Stream_River,TRUE,42.39428000000,-72.04891000000,2010-09-09,"2010",Total Pick-up,Backpack Shocking,---F|-LMB|-LND|--WS|,0044|0001|0002|0011|,TRUE,--BT|-EBT|--SC|,0002|0010|0007|,"75","262",42.39431626580,-72.04885179760,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3628010- Parker Br,NA,"-1"
"1519","3414","8144827",Slack Brook,Stream_River,TRUE,42.52809000000,-71.77609000000,2010-06-09,"2010",Total Pick-up,Backpack Shocking,-BND|--WS|,0236|0001|,TRUE,-EBT|,0031|,"38","181",42.52792701990,-71.77632234460,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144827- UNT to Monoosnoc Br,NA,"-1"
"1520","3415","8144790",Old Mill Brook,Stream_River,TRUE,42.49842000000,-71.72646000000,2010-06-09,"2010",Total Pick-up,Backpack Shocking,-BND|-LND|,0014|0001|,TRUE,-EBT|,0283|,"31","196",42.49838156330,-71.72644174400,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Merrimack (8)/Nashua R. Basin (81)/8144790- Old Mill Brook,NA,"-1"
"1521","3445","1100950",Hunterfield Brook,Stream_River,TRUE,42.71725000000,-73.11106000000,2010-07-12,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0041|,"38","162",42.71797789530,-73.11100926850,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100950- Hunterfield Brook,NA,"-1"
"1522","3446","1100975",Wheeler Brook,Stream_River,TRUE,42.71766000000,-73.11212000000,2010-07-12,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0049|,"41","133",42.71773207290,-73.11199989380,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100975- Wheeler Brook,NA,"-1"
"1523","3448","1101125",Phillips Creek,Stream_River,TRUE,42.67506000000,-73.09353000000,2010-07-13,"2010",Total Pick-up,Backpack Shocking,-BND|,0119|,TRUE,-EBT|,0085|,"46","177",42.67521809440,-73.09347960490,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101125- Phillips Creek,NA,"-1"
"1524","3449","1101450",Penniman Brook,Stream_River,TRUE,42.58235000000,-73.14899000000,2010-07-14,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0160|0057|,"34","196",42.58231283870,-73.14887848220,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101450- Penniman Brook,NA,"-1"
"1525","3450","1101350",Hoxie Brook,Stream_River,TRUE,42.62439000000,-73.12300000000,2010-07-15,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0098|,"48","135",42.62426484560,-73.12306649740,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101350- Hoxie Br,NA,"-1"
"1526","3451","1101350",Hoxie Brook,Stream_River,TRUE,42.62876000000,-73.13270000000,2010-07-15,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0079|,"41","156",42.62886145130,-73.13275627860,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101350- Hoxie Br,NA,"-1"
"1527","3452","1101600",Pettibone Brook,Stream_River,TRUE,42.55904000000,-73.19834000000,2010-07-19,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0091|,"31","156",42.55890099870,-73.19816141620,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101600- Pettibone Brook,NA,"-1"
"1528","3453","1101025",Bear Swamp Brook,Stream_River,TRUE,42.74314000000,-73.11963000000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0023|,"41","153",42.74322360670,-73.11950920350,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101025- Bear Swamp Brook,NA,"-1"
"1529","3454","1101050",Cowan Brook,Stream_River,TRUE,42.74302800000,-73.11660700000,2010-07-20,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0040|,"54","220",42.74285462070,-73.11657829530,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101050- Cowan Brook,NA,"-1"
"1530","3455","1101225",Southwick Brook,Stream_River,TRUE,42.63703000000,-73.09582000000,2010-07-23,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0066|,"43","211",42.63700435450,-73.09575002540,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101225- Southwick Brook,NA,"-1"
"1531","3456","1101300",Reed Brook,Stream_River,TRUE,42.61517000000,-73.09505000000,2010-08-10,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0117|,"58","181",42.61515476780,-73.09503418910,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101300- Reed Brook,NA,"-1"
"1532","3457","1101575",Collins Brook,Stream_River,TRUE,42.54991400000,-73.16082900000,2010-08-13,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0039|,"58","206",42.54990939310,-73.16065819250,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101575- Collins Brook,NA,"-1"
"1533","3458","1101075",Canyon Brook,Stream_River,TRUE,42.71231000000,-73.06647000000,2010-08-24,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0040|,"43","141",42.71234194180,-73.06633072780,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101075- Canyon Brook,NA,"-1"
"1534","3462","1100925",North Branch Hoosic River,Stream_River,TRUE,42.71465000000,-73.08481000000,2010-08-25,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|-LND|--YP|,0243|0020|0025|0656|0001|,TRUE,--BT|-EBT|-LNS|--RT|--SC|,0007|0002|0214|0006|0310|,"131","249",42.71468780010,-73.08481533060,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1100925- North Branch Hoosic River,NA,"-1"
"1535","3463","2105225",Hathaway Brook,Stream_River,TRUE,42.41950000000,-73.18388000000,2010-07-09,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0106|,"40","130",42.41939474840,-73.18379086030,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105225- Hathaway Br,NA,"-1"
"1536","3464","2105225",Hathaway Brook,Stream_River,TRUE,42.42065000000,-73.18494000000,2010-07-09,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0094|,"37","218",42.42054923220,-73.18509948640,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105225- Hathaway Br,NA,"-1"
"1537","3465","2105225",Hathaway Brook,Stream_River,TRUE,42.42129000000,-73.18526000000,2010-07-09,"2010",Total Pick-up,Backpack Shocking,-BND|,0005|,TRUE,-EBT|--SC|,0061|0004|,"14","153",42.42125245070,-73.18552684660,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105225- Hathaway Br,NA,"-1"
"1538","3466","2105450",Weston Brook,Stream_River,TRUE,42.49620000000,-73.11167000000,2010-07-16,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0022|,"52","176",42.49625225260,-73.11187369290,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105450- Weston Br,NA,"-1"
"1539","3467","2105450",Weston Brook,Stream_River,TRUE,42.49624000000,-73.11204000000,2010-07-16,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0024|,"43","177",42.49625225260,-73.11187369290,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105450- Weston Br,NA,"-1"
"1540","3468","2105450",Weston Brook,Stream_River,TRUE,42.49631000000,-73.11306000000,2010-07-16,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0047|0009|,"43","171",42.49579420040,-73.11295099660,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105450- Weston Br,NA,"-1"
"1541","3469","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49406000000,-73.10298000000,2010-10-13,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0003|0002|,TRUE,-EBT|,0024|,"72","144",42.49402269990,-73.10303886650,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"1542","3470","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49349000000,-73.10383000000,2010-10-13,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0040|,"59","266",42.49360889180,-73.10373628670,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"1543","3471","2105460","North Windsor Reservoir Brook(1; UNT to Windsor Reservoir)",Stream_River,TRUE,42.49249000000,-73.10511000000,2010-10-13,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0053|0006|,TRUE,-EBT|,0042|,"55","136",42.49253949280,-73.10519977200,"2013",file:///W:/fisherie/Scanned River Files/Watersheds/Housatonic (2)/Housatonic River Basin (21)/2105460- May Br (UNT to Windsor Res),NA,"-1"
"1544","3472","3210825",Moss Meadow Brook,Stream_River,TRUE,42.30840000000,-72.90609000000,2010-07-21,"2010",Total Pick-up,Backpack Shocking,-BND|,0109|,TRUE,-EBT|,0008|,"52","64",42.30832663500,-72.90631835020,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210825- Moss Meadow Brook,NA,"-1"
